Data,Label
Hello ma kesi hu ap,N
dada ki tabiyat kesi ha ab,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
Aoa ma nadra sa baat kr raha hu mujha ap kaa id card number ki zarurt ha,S
Ainaam jetne kei liye OTP hame bataye,S
ji mam ap ka order kidr lana hai,N
maam please apna bank account number da da,S
deye gaye number par rabta kerke ainaam jete,S
Aaj khaianey mai kyaa banaya?,N
Aaap kyaa krrhi hin?,N
hn yaar kaasa ha,N
kia kerna phir aga,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Hello ma kaasi hu aap,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
maam plz apna bank account number da da,S
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Ainaam jetne kei liye OTP hme bataye,S
deye gaye number par rabta karke ainaam jete,S
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
deye gaye number par rabta kaarke ainaam jete,S
Aaj mosam kesaa hai?,N
Aaj mosam kesaa hai?,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Hello ma kasi hu aap,N
ma apkaa daraz kaa packaagae kla rahai hu plese location bata da,N
hn yaar kesa h,N
Ap ke lucky draw nikla hai apna account number da da for transfer.,S
Baba kidher hin?,N
ghair wala theek hai,N
Kyaa aap theek hain?,N
mera bank ka masla hua wa ap apna account number bhaj sakta hu plz,S
ghar wala theek ha,N
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
Baba kyaa krrhey hain?,N
ma apkaa daraz kaa packaagae kla rahai hu plz location bata da,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Aap kyaa krrhi hain?,N
kia khila ra phir,N
ma hospital ma hu mujha paisu ki zarurat ha,S
Ap kaa lucky draw nikla ha aapna account number da da for transfer.,S
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
mama uncle ku na bhja ma khud a jao ga,N
mera bank ke masla hua wa ap apna account number bhaij sakta hu please,S
Kyaa Sameed ke result agaya?,N
Aoa ma nadra sa baat kr raha hu mujha ap ka id card number ki zarurt ha,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plese,S
deye gaye number par rabta kerke ainaam jete,S
AJ KAL KAHA HUTA HA,N
Sameed kesaa hai?,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
ji achai tu apka naam hai card par chaila otp plese bhaij da,S
mera bank ka masla hua wa ap apna account number bhj sakta hu plese,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
Hello ma kasi hu ap,N
aap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye aapna account password dein,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
Kyaa aap theek hain?,N
ji acha tu aapkaa naam ha card par chala OTP plese bhaj da,S
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Mam ma apke bank sa baat kr rahai hu please apna bank number bata da,S
Kyaa Sameed ka result agaya?,N
Mam ma apke bank sa baat kr rahai hu please apna bank number bata da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
Kyaa aap theek hain?,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
ma apke daraz ke packegae kla raha hu please location bata da,N
mera bank kaa masla hua wa aap aapna account number bhj sakta hu plese,S
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Kyaa Sameed ke result agaya?,N
Sameed kesaa hai?,N
kia chl rah h,N
Aap kyaa krrhi hain?,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
kia kaarna phir aga,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
ghr wala theek h,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Hello ma kesi hu aap,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aaap kyaa krrhi hin?,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
AJ KAL KAHA HUTA HA,N
Baba kyaa krrhey hain?,N
dada ki tabiyat kasi h ab,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Mam ma apkaa bank sa baat kr raha hu plz apna bank number bata da,S
ma hospital ma hu mujha paisu ki zarurat ha,S
hn yaar kaasa hai,N
kia chal raha ha,N
deye gaye number par rabta kerke ainaam jete,S
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
ji mam ap kaa order kidr lana ha,N
kia kerna phir aga,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Aoa ma nadra sa baat kr rah hu mujh aap ke id card number ki zarurt h,S
maam plese aapna bank account number da da,S
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
ma aapkaa daraz kaa packaagae kla rahai hu plese location bata da,N
deye gaye number par rabta kerke ainaam jete,S
dada ki tabiyat kasi hai ab,N
Aoa ma nadra sa baat kr rah hu mujh ap ke id card number ki zarurt h,S
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
deye gaye number par rabta kerke ainaam jete,S
Ainaam jetne kei liye OTP hame bataye,S
Ap ka lucky draw nikla hai aapna account number da da for transfer.,S
Kyaa Sameed ke result agaya?,N
kia chail rahai hai,N
ji acha tu apke naam ha card par chala OTP plz bhaj da,S
maam plese aapna bank account number da da,S
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
deye gaye number par rabta kerke ainaam jete,S
maam plese aapna bank account number da da,S
kia chal raha ha,N
maam plz apna bank account number da da,S
sir ap ki lottery nikla ha apna contact number share kr da,S
Aoa ma nadra sa baat kr rah hu mujh ap kaa id card number ki zarurt h,S
sir ap ki lottery nikla h apna contact number shre kr da,S
Baba kyaa krrhey hin?,N
deye gaye number par rabta karke ainaam jete,S
Baba kyaa krrhey hin?,N
Sameed kesaa hai?,N
ghar wala theek ha,N
ji achai tu aapkaa naam hai card par chaila OTP plese bhaij da,S
ji acha tu apke naam ha card par chala OTP plese bhaj da,S
Hello ma kasi hu aap,N
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Aaj mosam kesaa hi?,N
Aaj khaney mai kyaa banaya?,N
Baba kidher hin?,N
Aaap kyaa krrhi hain?,N
aoa uncle ma apka cousin bat kr rahai hu mujhai paisa chaihiya,S
deye gaye number par rabta kerke ainaam jete,S
ji ach tu apka naam h card par chla OTP plz bhj da,S
Ap ke bank account freeze ho gaya,S
Baba kidher hin?,N
Sameed kesaa haii?,N
meri beti ki tabiyat khrab h plz paisa bhj da,S
kia chail rahai hai,N
Mam ma apke bank sa baat kr raha hu plz apna bank number bata da,S
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
maam plz aapna bank account number da da,S
ma apke daraz ke packegae kla rah hu please location bata da,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aoa ma nadra sa baat kr rahai hu mujhai ap kaa id card number ki zarurt hai,S
mera bank ke masla hua wa aap aapna account number bhj sakta hu please,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
Baba kidher hin?,N
Ap ke bank account freeze ho gaya,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
dada ki tabiyat kesi hai ab,N
Kyaa aaap theek haiin?,N
ma apkaa daraz kaa packaagae kla rah hu please location bata da,N
ma aapka daraz ka packagae kla rahai hu please location bata da,N
kia chal raha ha,N
maam plese apna bank account number da da,S
Hello ma kesi hu ap,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
deye gaye number par rabta kerke ainaam jete,S
Aoa ma nadra sa baat kr rahai hu mujhai aap kaa id card number ki zarurt hai,S
kia chail rahai hai,N
deye gaye number par rabta kerke ainaam jete,S
Aaj khaney mai kyaa banaya?,N
dada ki tabiyat kaasi ha ab,N
mera bank ke masla hua wa aap aapna account number bhj sakta hu please,S
Kyaa aap theek hain?,N
aapke account hack ho gaya hai sahi kerni kei liye OTP batayin,S
ji mam ap ke order kidr lana ha,N
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
hn yaar kesa h,N
Aaap kyaa krrhi hain?,N
Sameed kesaa hai?,N
Aaj mosam kesaa haii?,N
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Aaj khaianey mai kyaa banaya?,N
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
Aoa ma nadra sa baat kr rah hu mujh aap kaa id card number ki zarurt h,S
meri beti ki tabiyat kharab ha plese paisa bhaj da,S
Kyaa aaap theek hin?,N
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
Aaj khaney mai kyaa banaya?,N
aapke account haick ho gaya haii sahi kerni kei liye OTP batayin,S
Mam ma aapka bank sa baat kr raha hu please aapna bank number bata da,S
Sameed kesaa hai?,N
Ainaam jetne kei liye OTP hame bataye,S
ji mam aap kaa order kidr lana h,N
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Aaj mosam kesaa hi?,N
Aaj khaaney mai kyaa banaya?,N
sir ap ki lottery nikla ha apna contact number share kr da,S
ap kei account sei 1000 ruppe nikal liye gaye waja jaane kei liye apna account password dein,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
deye gaye number par rabta karke ainaam jete,S
apka account haick ho gaya haii sahi karni kei liye OTP batayin,S
Kyaa Sameed ka result agaya?,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
dada ki tabiyat kaasi ha ab,N
deye gaye number par rabta kerke ainaam jete,S
Baba kyaa krrhey haiin?,N
Aaj mosam kesaa hai?,N
kia khila ra phir,N
Aaj mosam kesaa hai?,N
Hello ma kasi hu ap,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
Ainaam jetne kei liye OTP hame bataye,S
Aaj khaianey mai kyaa banaya?,N
Kyaa Sameed kaa result agaya?,N
Ainaam jetne kei liye OTP hme bataye,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Kyaa Sameed ke result agaya?,N
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
ji ach tu apke naam h card par chla otp plz bhj da,S
Aaap kyaa krrhi hain?,N
aoa uncle ma apkaa cousin bat kr raha hu mujha paisa chahiya,S
Sameed kesaa haii?,N
mera bank ke masla hua wa ap apna account number bhaj sakta hu plz,S
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
maam please apna bank account number da da,S
Ap ke bank account freeze ho gaya,S
Aaap kyaa krrhi haiin?,N
ma aapke daraz ke packegae kla raha hu plz location bata da,N
dada ki tabiyat kaasi h ab,N
maam please apna bank account number da da,S
kia kerna phir aga,N
Ap ke bank account freeze ho gaya,S
ghar wala theek ha,N
ma hospital ma hu mujh paisu ki zarurat h,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Ainaam jetne kei liye OTP hme bataye,S
kia khila ra phir,N
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
deye gaye number par rabta kerke ainaam jete,S
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Baba kidher hin?,N
Mam ma apkaa bank sa baat kr rah hu plz apna bank number bata da,S
hn yaar kasa ha,N
Aap kyaa krrhi haiin?,N
dada ki tabiyat kaasi h ab,N
Hello ma kaasi hu aap,N
dada ki tabiyat kasi hai ab,N
ji acha tu aapkaa naam ha card par chala OTP plz bhaj da,S
Sameed kesaa hai?,N
mera bank ke masla hua wa aap aapna account number bhaj sakta hu please,S
Aaj mosam kesaa hi?,N
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plz,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Ap kaa bank account freeze ho gaya,S
Sameed kesaa haii?,N
kia chail rahai hai,N
dada ki tabiyat kaasi hai ab,N
Kyaa Sameed ka result agaya?,N
dada ki tabiyat kesi ha ab,N
apkaa account hack ho gaya hai sahi kaarni kei liye OTP batayin,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
Ap kaa bank account freeze ho gaya,S
deye gaye number par rabta kaarke ainaam jete,S
Aap kyaa krrhi hain?,N
Baba kidher haiin?,N
dada ki tabiyat kaasi ha ab,N
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
Sameed kesaa hai?,N
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
deye gaye number par rabta kaarke ainaam jete,S
deye gaye number par rabta kaarke ainaam jete,S
Ainaam jetne kei liye OTP hame bataye,S
Sameed kesaa hi?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
kia khila ra phir,N
kia khila ra phir,N
ma hospital ma hu mujha paisu ki zarurat ha,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
Baba kidher hain?,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
ji acha tu aapka naam ha card par chala OTP please bhaj da,S
Ap ke bank account freeze ho gaya,S
ji mam ap kaa order kidr lana hai,N
aoa uncle ma aapke cousin bat kr raha hu mujha paisa chahiya,S
ji acha tu aapke naam ha card par chala OTP please bhaj da,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
ji achai tu aapke naam hai card par chaila OTP plz bhaij da,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plz,S
hn yaar kaasa hai,N
deye gaye number par rabta kaarke ainaam jete,S
Aap kyaa krrhi hin?,N
Ainaam jetne kei liye OTP hme bataye,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
ma aapka daraz ka packagae kla rahai hu please location bata da,N
hn yaar kesa hai,N
kia chal raha ha,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
ma hospital ma hu mujh paisu ki zarurat h,S
Ap kaa lucky draw nikla h apna account number da da for transfer.,S
Ainaam jetne kei liye OTP haime bataye,S
ji mam aap kaa order kidr lana h,N
Baba kyaa krrhey hin?,N
Aaj khaney mai kyaa banaya?,N
dada ki tabiyat kasi hai ab,N
kia khila ra phir,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
Kyaa aaap theek haiin?,N
Kyaa aap theek hin?,N
deye gaye number par rabta karke ainaam jete,S
mera bank kaa masla hua wa ap apna account number bhaij sakta hu please,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aaap kyaa krrhi haiin?,N
Aoa ma nadra sa baat kr rah hu mujh ap kaa id card number ki zarurt h,S
Kyaa aaap theek hin?,N
Aaap kyaa krrhi hain?,N
Aaj khaney mai kyaa banaya?,N
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
Aap kyaa krrhi hin?,N
aoa uncle ma apka cousin bat kr rahai hu mujhai paisa chaihiya,S
ma hospital ma hu mujh paisu ki zarurat h,S
Aaj khaaney mai kyaa banaya?,N
Aaj mosam kesaa hai?,N
kia chal raha ha,N
Baba kyaa krrhey hin?,N
Ainaam jetne kei liye OTP hame bataye,S
Ap kaa lucky draw nikla ha apna account number da da for transfer.,S
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plz,S
Mam ma aapke bank sa baat kr raha hu plz aapna bank number bata da,S
Baba kidher hin?,N
kia kaarna phir aga,N
Mam ma apka bank sa baat kr rah hu plz apna bank number bata da,S
Aoa ma nadra sa baat kr rah hu mujh ap ka id card number ki zarurt h,S
mera bank ke masla hua wa ap apna account number bhaj sakta hu please,S
Aaap kyaa krrhi hain?,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
ma apka daraz ka packagae kla rahai hu please location bata da,N
Mam ma apka bank sa baat kr rah hu please apna bank number bata da,S
deye gaye number par rabta kaarke ainaam jete,S
meri beti ki tabiyat khairab hai plz paisa bhaij da,S
ji mam ap kaa order kidr lana hai,N
dada ki tabiyat kaasi hai ab,N
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Sameed kesaa hai?,N
ma hospital ma hu mujha paisu ki zarurat ha,S
Aap kyaa krrhi haiin?,N
kia chail rahai hai,N
Aaap kyaa krrhi hain?,N
maam plz aapna bank account number da da,S
hn yaar kesa h,N
Ap kaa bank account freeze ho gaya,S
meri beti ki tabiyat kharab ha plz paisa bhaj da,S
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Sameed kesaa hai?,N
deye gaye number par rabta kerke ainaam jete,S
Ap kaa lucky draw nikla h aapna account number da da for transfer.,S
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
deye gaye number par rabta karke ainaam jete,S
deye gaye number par rabta kerke ainaam jete,S
hn yaar kasa h,N
Mam ma aapke bank sa baat kr rahai hu plese aapna bank number bata da,S
kia khila ra phir,N
Sameed kesaa hai?,N
maam plz aapna bank account number da da,S
Aoa ma nadra sa baat kr raha hu mujha aap ka id card number ki zarurt ha,S
Hello ma kesi hu ap,N
ji achai tu aapka naam hai card par chaila OTP plz bhaij da,S
mama uncle ku na bhaja ma khud a jao ga,N
Ainaam jetne kei liye OTP haime bataye,S
kia khila ra phir,N
maam plz aapna bank account number da da,S
Ainaam jetne kei liye OTP hame bataye,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plese,S
aap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye aapna account password dein,S
ghair wala theek hai,N
Hello ma kaasi hu aap,N
kisi bhi cheez ki khridari ya bechne kei liye OLX par aj hi jayein,N
Aaap kyaa krrhi haiin?,N
Kyaa aaap theek hin?,N
sir aap ki lottery nikla hai aapna contact number shaire kr da,S
dada ki tabiyat kaasi ha ab,N
aapke account haick ho gaya haii sahi kerni kei liye OTP batayin,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
sir aap ki lottery nikla ha aapna contact number share kr da,S
Aaj khaianey mai kyaa banaya?,N
kia khila ra phir,N
kia chal raha ha,N
dada ki tabiyat kaasi ha ab,N
Hello ma kasi hu aap,N
kia kaarna phir aga,N
Aoa ma nadra sa baat kr rahai hu mujhai ap ka id card number ki zarurt hai,S
aapke account hck ho gaya hi sahi kerni kei liye OTP batayin,S
AJ KAL KAHA HUTA HA,N
Kyaa aap theek hain?,N
ghr wala theek h,N
aoa uncle ma aapke cousin bat kr raha hu mujha paisa chahiya,S
Baba kidher hin?,N
ji mam ap ka order kidr lana ha,N
dada ki tabiyat kaasi hai ab,N
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
Mam ma apka bank sa baat kr rahai hu please apna bank number bata da,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
Aaj khaianey mai kyaa banaya?,N
meri beti ki tabiyat khairab hai plese paisa bhaij da,S
sir apke total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
Aaj mosam kesaa hi?,N
Aaap kyaa krrhi hain?,N
Kyaa Sameed ka result agaya?,N
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
Ap ka lucky draw nikla h aapna account number da da for transfer.,S
Mam ma apkaa bank sa baat kr raha hu please apna bank number bata da,S
ghr wala theek h,N
ma apka daraz ka packagae kla raha hu plz location bata da,N
hn yaar kesa ha,N
Mam ma aapke bank sa baat kr rahai hu plese aapna bank number bata da,S
hn yaar kesa ha,N
ji achai tu apka naam hai card par chaila otp plz bhaij da,S
mera bank ka masla hua wa aap aapna account number bhj sakta hu plese,S
dada ki tabiyat kaasi hai ab,N
Aap kyaa krrhi hain?,N
aoa uncle ma aapke cousin bat kr rah hu mujh paisa chhiya,S
har roz kei 100 ruppe jetne kei liye OTP bataye,S
Mam ma aapke bank sa baat kr rah hu plz aapna bank number bata da,S
Kyaa aaap theek hain?,N
deye gaye number par rabta kaarke ainaam jete,S
kia kerna phir aga,N
ji acha tu aapkaa naam ha card par chala otp plese bhaj da,S
kia khila ra phir,N
kia kaarna phir aga,N
Aaj mosam kesaa hi?,N
kia khila ra phir,N
Mam ma apka bank sa baat kr raha hu plese apna bank number bata da,S
ghr wala theek h,N
deye gaye number par rabta kerke ainaam jete,S
Ainaam jetne kei liye OTP hame bataye,S
Baba kyaa krrhey haiin?,N
ma hospital ma hu mujh paisu ki zarurat h,S
Sameed kesaa hi?,N
ji ach tu apke naam h card par chla otp plese bhj da,S
maam plz aapna bank account number da da,S
kia karna phir aga,N
mama uncle ku na bhja ma khud a jao ga,N
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
maam please apna bank account number da da,S
Ainaam jetne kei liye OTP hame bataye,S
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
maam plz aapna bank account number da da,S
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Baba kyaa krrhey hain?,N
maam please aapna bank account number da da,S
AJ KAL KAHA HUTA HA,N
Ainaam jetne kei liye OTP haime bataye,S
ji mam ap ke order kidr lana ha,N
Ainaam jetne kei liye OTP hme bataye,S
deye gaye number par rabta kaarke ainaam jete,S
deye gaye number par rabta kerke ainaam jete,S
Ap ke lucky draw nikla ha apna account number da da for transfer.,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
ghar wala theek ha,N
Hello ma kesi hu aap,N
ji achai tu apkaa naam hai card par chaila otp plz bhaij da,S
ghr wala theek h,N
Mam ma apkaa bank sa baat kr rahai hu plz apna bank number bata da,S
Kyaa aaap theek haiin?,N
meri beti ki tabiyat kharab ha please paisa bhaj da,S
Hello ma kasi hu ap,N
Sameed kesaa hai?,N
AJ KAL KAHA HUTA HA,N
apka account hck ho gaya hi sahi karni kei liye OTP batayin,S
Aaj khaianey mai kyaa banaya?,N
kisi bhi cheez ki kharidari ya bechne kei liye OLX par aj hi jayein,N
AJ KAL KAHA HUTA HA,N
Baba kidher hain?,N
ma aapka daraz ka packagae kla raha hu plz location bata da,N
dada ki tabiyat kaasi h ab,N
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
Baba kyaa krrhey hain?,N
ghair wala theek hai,N
Aaj mosam kesaa hai?,N
Hello ma kasi hu aap,N
maam plese aapna bank account number da da,S
Ap ka lucky draw nikla ha aapna account number da da for transfer.,S
Aaj mosam kesaa haii?,N
kia chl rah h,N
Sameed kesaa hai?,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
maam please aapna bank account number da da,S
mama uncle ku na bhaija ma khud a jao ga,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
ji mam aap kaa order kidr lana h,N
kia karna phir aga,N
maam please aapna bank account number da da,S
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
Aoa ma nadra sa baat kr raha hu mujha aap ke id card number ki zarurt ha,S
Ap ke lucky draw nikla h aapna account number da da for transfer.,S
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
kia chal raha ha,N
Ainaam jetne kei liye OTP hme bataye,S
Kyaa aaap theek haiin?,N
Ap ka bank account freeze ho gaya,S
aap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye aapna account password dein,S
mera bank kaa masla hua wa ap apna account number bhaij sakta hu plese,S
mama uncle ku na bhaija ma khud a jao ga,N
kia chl rah h,N
hair roz kei 100 ruppe jetne kei liye OTP bataye,S
Ap ka bank account freeze ho gaya,S
Kyaa Sameed ka result agaya?,N
meri beti ki tabiyat khairab hai please paisa bhaij da,S
Mam ma apka bank sa baat kr rah hu plz apna bank number bata da,S
kia kaarna phir aga,N
Mam ma aapke bank sa baat kr rahai hu plese aapna bank number bata da,S
Ap kaa lucky draw nikla hai apna account number da da for transfer.,S
sir apka total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
maam please aapna bank account number da da,S
ap kei account sei 1000 ruppe nikel liye gaye waja jaane kei liye apna account password dein,S
ji achai tu apke naam hai card par chaila OTP plz bhaij da,S
deye gaye number par rabta kaarke ainaam jete,S
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
AJ KAL KAHA HUTA HA,N
ghr wala theek h,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
Ainaam jetne kei liye OTP haime bataye,S
kisi bhi cheez ki khairidari ya bechne kei liye OLX par aj hi jayein,N
mama uncle ku na bhaija ma khud a jao ga,N
hr roz kei 100 ruppe jetne kei liye OTP bataye,S
Aaj mosam kesaa hi?,N
sir aap ki lottery nikla ha aapna contact number share kr da,S
Mam ma aapke bank sa baat kr raha hu please aapna bank number bata da,S
Ap ke lucky draw nikla hai apna account number da da for transfer.,S
ap kei account sei 1000 ruppe nikaal liye gaye waja jaane kei liye apna account password dein,S
mera bank ka masla hua wa ap apna account number bhaij sakta hu plz,S
Baba kyaa krrhey hain?,N
Ap ke lucky draw nikla hai aapna account number da da for transfer.,S
aapkaa account hck ho gaya hi sahi kaarni kei liye OTP batayin,S
Kyaa aap theek hain?,N
ma aapka daraz ka packagae kla rahai hu plz location bata da,N
kia karna phir aga,N
Kyaa Sameed kaa result agaya?,N
Aaap kyaa krrhi haiin?,N
ji ach tu aapka naam h card par chla otp please bhj da,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Aap kyaa krrhi hain?,N
hn yaar kasa ha,N
sir ap ki lottery nikla hai apna contact number shaire kr da,S
Sameed kesaa hai?,N
aoa uncle ma aapke cousin bat kr rahai hu mujhai paisa chaihiya,S
meri beti ki tabiyat khrab h plese paisa bhj da,S
hn yaar kaasa h,N
ji ach tu aapke naam h card par chla otp plz bhj da,S
Kyaa aaap theek haiin?,N
Aoa ma nadra sa baat kr rahai hu mujhai aap ke id card number ki zarurt hai,S
sir ap ki lottery nikla ha apna contact number share kr da,S
ji mam aap ke order kidr lana ha,N
Kyaa Sameed kaa result agaya?,N
Kyaa aaap theek hin?,N
ma hospital ma hu mujh paisu ki zarurat h,S
hn yaar kesa ha,N
Kyaa aap theek hain?,N
AJ KAL KAHA HUTA HA,N
aoa uncle ma apka cousin bat kr raha hu mujha paisa chahiya,S
dada ki tabiyat kaasi ha ab,N
AJ KAL KAHA HUTA HA,N
ma aapkaa daraz kaa packaagae kla rahai hu plese location bata da,N
Hello ma kasi hu ap,N
ji acha tu aapke naam ha card par chala OTP plese bhaj da,S
ji mam aap ke order kidr lana ha,N
kia chail rahai hai,N
ma aapkaa daraz kaa packaagae kla rahai hu please location bata da,N
sir apkaa total bill 5k hua apku 2 sa 3 din tak ye mil jaya ga,N
sir aapka total bill 5k hua aapku 2 sa 3 din tak ye mil jaya ga,N
aapka account hack ho gaya hai sahi karni kei liye OTP batayin,S
Hello ma kaasi hu ap,N
Ainaam jetne kei liye OTP hame bataye,S
ma hospital ma hu mujha paisu ki zarurat ha,S
Baba kidher haiin?,N
ma hospital ma hu mujhai paisu ki zarurat hai,S
kia kerna phir aga,N
deye gaye number par rabta kerke ainaam jete,S
maam please apna bank account number da da,S
kia kerna phir aga,N
mera bank ke masla hua wa ap apna account number bhj sakta hu plese,S
ji acha tu aapke naam ha card par chala otp plz bhaj da,S
Aaj mosam kesaa hai?,N
dada ki tabiyat kasi hai ab,N
ji ach tu aapke naam h card par chla OTP plese bhj da,S
kia chail rahai hai,N
